sandwich_id,pair,block_number,timestamp,victim_tx,victim_sender,victim_to,victim_entity,tx_index,log_index,direction,amount0_in,amount1_in,amount0_out,amount1_out,gas_price
2,WETH_USDT,11601073,1609936866,0xed69a554f5e8f7dd532611c40b43ed29a9fe1c14881f357b7a16b80640e2ce2c,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0xa57bd00134b2850b2a1c55860c9e9ea100fdd6cf,148,282,1,0.0,494208689857.0,4.365032976933334e+20,0.0,122000000000.0
3,WETH_USDT,11750849,1611923754,0x46393f810191e6e0c6fd770a7c087532fa59a0f44c9e93dbc27c7cbcbc237d9b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,103,131,1,0.0,707780570.0,5e+17,0.0,119000000000.0
3,WETH_USDT,11750849,1611923754,0x0438542f66ecd907eb1663d7f38138d7049684b0cdc6818458cb6de10256f639,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xd7cfbcadaaf6475321cfcf3884f15a93400be658,0xd7cfbcadaaf6475321cfcf3884f15a93400be658,154,248,1,0.0,1000000000.0,7.064274717965672e+17,0.0,119000000000.0
4,WETH_USDT,12250933,1618573803,0x23ed23a11834e70cbe03bda4e302eca97af4b69062f8c3008fe19fde3adf34ff,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb7f1498898d70685851b5331f64bf26215f00415,0xb7f1498898d70685851b5331f64bf26215f00415,1,8,0,5e+20,0.0,0.0,1165550520846.0,114000000000.0
5,WETH_USDT,12300973,1619241148,0x0f21101d000a089094b22f2583f3e85ec097d90687a61a8f92443b358b5d7239,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x174d02de89a11aba1b9c3e79ee6ee44aed756ddd,0x174d02de89a11aba1b9c3e79ee6ee44aed756ddd,1,8,0,4.00306e+20,0.0,0.0,906480039526.0,67100000000.0
6,WETH_USDT,12600969,1623250376,0x05d584784219e2895529b35f1aac89d741ab5d43c3c18cf5dda079f32eec9113,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xbf3f6477dbd514ef85b7d3ec6ac2205fd0962039,0xbf3f6477dbd514ef85b7d3ec6ac2205fd0962039,1,9,0,2.1e+20,0.0,0.0,524768695962.0,604249226441.0
7,WETH_USDT,12651091,1623921342,0x2a22b2dc1ff9883280ea81513662a16468b6ad719298f47da443d3eef58036fc,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x0e00eedef6f01c1a7888eb4403f6c7ba32812d97,0x0e00eedef6f01c1a7888eb4403f6c7ba32812d97,100,295,0,4.687269102761088e+17,0.0,0.0,1140010683.0,13000000000.0
8,WETH_USDT,13075910,1629646037,0xdc6d36fbc6a3a1d402758b4a2135ff52599c41fef267e96c42f2b7b5e09a97a1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,4,25,1,0.0,275000000000.0,8.57286993926247e+19,0.0,59812524434.0
9,WETH_USDT,13126204,1630317743,0xb63440532385429f452a50740764e5a8f7b1443e146d7cc2e8933f68eb74f8d4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x0f5a2eb364d8b722cba4e1e30e2cf57b6f515b2a,0x0f5a2eb364d8b722cba4e1e30e2cf57b6f515b2a,180,220,1,0.0,1685000000.0,5.274454440154042e+17,0.0,78100000000.0
9,WETH_USDT,13126204,1630317743,0xa06406de619fc54c5bdee6194ba821be695bb2c6d70a5ca4e1d58970f38f03e0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xaf31fd9c3b0350424bf96e551d2d1264d8466205,0xaf31fd9c3b0350424bf96e551d2d1264d8466205,204,257,1,0.0,10000000000.0,3.1298755930899103e+18,0.0,74000001561.0
9,WETH_USDT,13126204,1630317743,0x200f92b6b93b2101ed5c5754fe3f6777c76e20828191888ff7225bb177bd5313,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,205,266,1,0.0,340000000.0,1.0640477992515936e+17,0.0,74000000000.0
10,WETH_USDT,13301268,1632657877,0xfbd62cebef72d0f4f60d09fe979209e7b7d96bf755abee2e368dbc1447a46617,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,7,1,0.0,304723826842.0,1e+20,0.0,54000000000.0
11,WETH_USDT,13750870,1638774532,0x41b4933e3cabbe20dc0a4b6f1a59605ae765e859d58b44bce12f6f883fc6dc40,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,4,28,1,0.0,413305295822.0,9.994758218630121e+19,0.0,119752403736.0
12,WETH_USDT,13851818,1640133096,0x3fc022b5210b8057a85451f42a894e2de10417463692e7a91fc5e383af2971ea,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x73a86455888902108bc88f5831919e23098b9b04,0x73a86455888902108bc88f5831919e23098b9b04,143,181,1,0.0,7390000000.0,1.831527513540874e+18,0.0,90287922369.0
13,WETH_USDT,13875961,1640456574,0x3e72d5f734d268430adeefefe755769f46c10fbc545e11313edad645722e8c66,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xdef1c0ded9bec7f1a1670819833240f027b25eff,146,203,0,9.9125e+16,0.0,0.0,401785239.0,82952637309.0
14,WETH_USDT,13901653,1640799821,0xb9aa3d1702edbe1b9294fbb9456f3bc350ff9a9de0b1e84d1745c8d1a78faa98,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,135,195,1,0.0,847397057.0,2.239705733746697e+17,0.0,133060272941.0
15,WETH_USDT,13901763,1640801201,0x2291a5ed3c1bc9759150999f556f62585791d8a90b15060b10c894b639bd089b,0xe66b31678d6c16e9ebf358268a790b763c133750,0xcdf5ade987f1b51f739c8dbc852bca92aa4c0f37,0xe66b31678d6c16e9ebf358268a790b763c133750,16,69,1,0.0,990135630.0,2.6211890362332637e+17,0.0,227000000000.0
15,WETH_USDT,13901763,1640801201,0xd75b5aed556f924f0d6e03bf7b57f4eb83d26506b3d8ed06ffd69b4200727c4a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xdfcf744c8ae896e8631ba9b9dc717546646f6708,0xdfcf744c8ae896e8631ba9b9dc717546646f6708,92,136,1,0.0,10000000000.0,2.6469679765326254e+18,0.0,193000000000.0
16,WETH_USDT,14000877,1642126610,0xde9f50e14dfe2658d0b3c6b9fca068172bd053aff403309ebd53bfb0b7f8a583,0x1111111254fb6c44bac0bed2854e76f90643097d,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x1111111254fb6c44bac0bed2854e76f90643097d,223,296,0,4.8160017279076454e+17,0.0,0.0,1560341634.0,165421213892.0
17,WETH_USDT,14051133,1642797842,0x6ceae7d83cc5c3d27adc613b4d2d66a83d6cb30d3f19ddfe75f30efb76b02876,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,1,8,0,1.5e+20,0.0,0.0,384491946097.0,248407477174.0
18,WETH_USDT,14051410,1642801665,0x11b84a3079e7725cc59352a18fab5370e63b05f18e3fa6995a23cd236cde3296,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,1,9,0,1.48e+20,0.0,0.0,377307029089.0,312545353762.0
19,WETH_USDT,14351646,1646816142,0xa06d90a216c3f01e8fc3830999b342c3910b461b655548f4616a96f617408a1e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe236086f4c481ef525f44beed77746ce0b78558d,0xe236086f4c481ef525f44beed77746ce0b78558d,179,305,0,4.755148240392069e+16,0.0,0.0,130804678.0,29605544717.0
20,WETH_USDT,14501199,1648827077,0x121bbb724c5cce861a5d5170982e07b5e3144857715a032e79e5b7f0f1183b25,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,113,138,1,0.0,10028000000.0,2.904282010129891e+18,0.0,93231085490.0
21,WETH_USDT,14526343,1649167203,0xf7d2d5da25e7c5928e8a3dd807aa43fe3a132d3d6ec4f063b0d26f8eafa134d8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9c84f58bb51fabd18698efe95f5bab4f33e96e8f,0x9c84f58bb51fabd18698efe95f5bab4f33e96e8f,79,90,1,0.0,2000000000.0,5.73055709775297e+17,0.0,86098281215.0
22,WETH_USDT,14600853,1650171713,0xfdb49f3dcf01fde0e051bfabe7940ea67e4c3e2e1037e0620d2d730794e82b6e,0x1111111254fb6c44bac0bed2854e76f90643097d,0x1111111254fb6c44bac0bed2854e76f90643097d,0x1111111254fb6c44bac0bed2854e76f90643097d,113,192,1,0.0,32346571.0,1.0664258976358936e+16,0.0,19845791334.0
23,WETH_USDT,14601812,1650185471,0x06c4b690c029043ef5e2caa3b8cdb4610d5e32f8a2685c4920dc34ad22b1454d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,58,101,1,0.0,464225076.0,1.5228282067419296e+17,0.0,34007837670.0
24,WETH_USDT,14651877,1650863582,0x03c9ab0e6b53cef39c93f81d208926749a3bc90f88f5e2866ab980da9989b28f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x5b1e45ca08fa4d65aa7fdcf9e116990fb7fce73b,0x5b1e45ca08fa4d65aa7fdcf9e116990fb7fce73b,4,22,0,4.8853e+18,0.0,0.0,13949963684.0,35986106655.0
25,WETH_USDT,14776357,1652568477,0x54ce399aabbc0e060bfb75412e36f6eee3c0db7625ffca4ff3ccaca00361b580,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xdea0928add0ba47b07c128577fd7edaba6986f35,0xdea0928add0ba47b07c128577fd7edaba6986f35,146,343,0,3.672674713586988e+16,0.0,0.0,74353640.0,26057444324.0
26,WETH_USDT,15027139,1656216731,0x8c676d22e5b8f16bacf30fff16eac8bbbcf4f3f41403cdebbe0dd3bc90f934c4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x461dda49d5f7dcf461446fdbbb59384fd523cce2,0x461dda49d5f7dcf461446fdbbb59384fd523cce2,261,422,1,0.0,621846355.0,5.020853640125389e+17,0.0,18997732193.0
27,WETH_USDT,15052211,1656619304,0x2225f7a3032ce586bcebd5e0a948aed0767775815bb837b7071a84eb6600a4e4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9c4d592042f959254485d443bbc337d29572264f,0x9c4d592042f959254485d443bbc337d29572264f,30,83,0,2.890506017236292e+17,0.0,0.0,294203995.0,46060676604.0
28,WETH_USDT,15076405,1656942667,0x72f7b1b6bf1c71eac03c9ea3b51e0cbf2da682a79c4f944bc7bc70a13cc4a4e5,0x1111111254fb6c44bac0bed2854e76f90643097d,0x6a091a3406e0073c3cd6340122143009adac0eda,0x1111111254fb6c44bac0bed2854e76f90643097d,223,444,1,0.0,1137712361.0,1.0345879503154184e+18,0.0,34983027077.0
29,WETH_USDT,15151620,1657946366,0xe6f3a6880c9c3fdc535e14ff99f410f2e712819d5e09daa4b7863255058769da,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x869dca730207ece80b224253383c7f04dabe24b7,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2,18,0,2e+17,0.0,0.0,241935636.0,11164716531.0
30,WETH_USDT,15201569,1658614216,0x5f48889e50afdc89d4081e236289d9ce00bfc7f98cce9506ff7bbfbeaac36ae6,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xe8c62db53ca5041e796e10bc2e41bf27a69f6f30,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,1,13,0,1.0268144806473636e+20,0.0,0.0,149654442268.0,12805199564.0
31,WETH_USDT,15226477,1658951147,0xfdd8625e16a009a63339ecf4ce7b09ad5f131f7cfb500c17975372a55400e5c4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,130,200,1,0.0,70000000.0,4.3805450474329784e+16,0.0,39000000000.0
32,WETH_USDT,15351812,1660645259,0xc7529e69be98c600241fc90ca249291821bf9fc1beb0df087faa359064896253,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xc4f0ff5e1ddc6752a13bf0f59ad2beb2fc25f175,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,4,39,0,1e+18,0.0,0.0,1886567689.0,7233652602.0
33,WETH_USDT,15451225,1662012512,0x023eac593eeae90c7a7946c2fa4344231ed65b32ad489c5a74dc84aa057ef690,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x48b43157c5e180333cfed6166243c97ee0e5b85b,0x48b43157c5e180333cfed6166243c97ee0e5b85b,89,163,0,7.27518859872736e+16,0.0,0.0,112653113.0,9200000000.0
34,WETH_USDT,15451990,1662023092,0xa00cfe51108a540788259ed17c13a58f0d2a6a713494659a7da7e99977e3caf0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x96e6adf755804b8f3bf258cd1c5a67822cc4dd9a,0x96e6adf755804b8f3bf258cd1c5a67822cc4dd9a,300,512,0,2e+17,0.0,0.0,308798959.0,11500000000.0
35,WETH_USDT,15477724,1662378784,0x6b58d25ea555e24b5ea5b1805b0732f062c4cde4568a8f2f37e8d1e1887db91a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,7,1,0.0,76862430618.0,4.8584361721906766e+19,0.0,4000000000.0
36,WETH_USDT,15501052,1662702076,0x99d0d65affba411b71cd154a36378496d6203aa4f7d58f0bd7a1ca402c66d127,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,11,1,0.0,92763451479.0,5.330072499871206e+19,0.0,9691375098.0
37,WETH_USDT,15652072,1664612363,0x0499fdeaab250df35d7da8e0c187dba959b8dd5f71ab51dbe98ce7e5e87ec887,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xc4f0ff5e1ddc6752a13bf0f59ad2beb2fc25f175,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,1,11,0,1.0837641517432228e+18,0.0,0.0,1436528346.0,7877046684.0
38,WETH_USDT,15652283,1664614907,0xef4567ea493da59aec64df8c074ec4ea3a293dce6df2e92cc144171de97a8d2a,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xc4f0ff5e1ddc6752a13bf0f59ad2beb2fc25f175,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,2,15,0,1.069351715082554e+18,0.0,0.0,1421105639.0,5622770832.0
39,WETH_USDT,15701685,1665211787,0xd9ac4322a9b88d630f535372792ee31e8d8249297e4b3a29ff589903c73b169a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x5c8e5641d0183eb450d39ec6f8dd30add19b1025,0x5c8e5641d0183eb450d39ec6f8dd30add19b1025,236,544,0,7.53129790642739e+16,0.0,0.0,100000000.0,6000000000.0
40,WETH_USDT,15701925,1665214679,0x7692a244b237cc4e61ba27defa0c98aaadf47a7d7aa1b8f54a2663884533a58b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x90a1100f530bd8c4dd74ff3623bf4fb76384b17c,0x90a1100f530bd8c4dd74ff3623bf4fb76384b17c,155,322,0,3.236507307626139e+17,0.0,0.0,430112833.0,6000000000.0
41,WETH_USDT,15826502,1666717883,0x3224ecf8bdfafa2f356ef87ebedcf428668ba0fc3402021f0d08b96c9db79525,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,1,9,0,6.99e+19,0.0,0.0,100806905770.0,70115288525.0
42,WETH_USDT,15902486,1667635235,0xad2ae10ce25e3bb1349e97062dd929dbf86b5a012db74f759a122017077e42c0,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x291c69fdaebd3cbe953843da243f8605a766a268,0xdef1c0ded9bec7f1a1670819833240f027b25eff,35,72,1,0.0,358330419.0,2.163247880716152e+17,0.0,12602783873.0
43,WETH_USDT,15950871,1668219119,0xf484e1d966a43f93ae00d37ccf42784b6d68fa8a0b59aeb4e416d9ff04d95cb8,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xf01944044f064049f1d5663d5cc7239b82049228,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2,13,0,1.5e+18,0.0,0.0,1906546755.0,60000000000.0
44,WETH_USDT,16026960,1669137215,0xf0eeb4212a669b8be1a720f87820be4f6fe7cf98c858aad7a2aa1df1a4060601,0x252324321f54f512909d2123635503a5e6c67138,0x252324321f54f512909d2123635503a5e6c67138,0x252324321f54f512909d2123635503a5e6c67138,1,11,0,1.005e+18,0.0,0.0,1129712444.0,15036788268.0
45,WETH_USDT,16176204,1670939639,0x63f1a92ab14cf36fceddc384ffe4f7722bc5c347da5e557ff2bd5c3746b29f23,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,100000000000.0,7.056490064734635e+19,0.0,42000000000.0
46,WETH_USDT,16202773,1671260291,0xaf9c9564e58728526976f1873b5d04f6089820249ef5d06c16db43e9bcec28be,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xd27aed4d22a6ac0b36fff66fb682c067cd38e1b4,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,7,36,0,8.607750204803601e+19,0.0,0.0,100000031501.0,13273359257.0
47,WETH_USDT,16202781,1671260387,0xf207c163ab8d7c9ad7dafc5390bc152a12085cc2f552e793da2dd4a06852f421,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xd27aed4d22a6ac0b36fff66fb682c067cd38e1b4,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,1,15,0,8.637918179361325e+19,0.0,0.0,100000000000.0,13305955400.0
48,WETH_USDT,16202796,1671260567,0x3ba4a48aaf988b9cd43239029adb55bc65b24f0bc60b3b82273881b16cb3bc22,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xd27aed4d22a6ac0b36fff66fb682c067cd38e1b4,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,1,13,0,8.635332278479364e+19,0.0,0.0,100000000000.0,13707938470.0
49,WETH_USDT,16326748,1672754795,0xbb9a7cc323e93cb3bc1839b6c57f8161299473046dc51da7fc5ab5b6b377935a,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xd27aed4d22a6ac0b36fff66fb682c067cd38e1b4,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,1,15,0,1.4208379493830884e+20,0.0,0.0,169160978454.0,27395083639.0
50,WETH_USDT,16426115,1673953631,0xef1862bfc3a0831f3635f156cbb233fa0bb3b4109f18be2c17d596b981e112a1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,2,12,1,0.0,280000000000.0,1.7383380582309616e+20,0.0,15419279016.0
51,WETH_USDT,16450981,1674253475,0xa87bca07ede6200e430c6f31bf2af934214f7c6ff95ddac287cffb87be1908eb,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xca96653bebe79a3ba8bf3c4e2198f20fb5bd047f,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,73,386,0,2e+17,0.0,0.0,330247289.0,29000000000.0
52,WETH_USDT,16451720,1674262391,0xc584e9916e7c3080e744ed35e1acb83463c9c8f0c2f1765dc56a029852207c34,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x049c92312aaaa40a2369e38f04b0174fb0262099,0x049c92312aaaa40a2369e38f04b0174fb0262099,107,1025,0,8.70838380532196e+17,0.0,0.0,1440869913.0,18900000000.0
53,WETH_USDT,16476325,1674559139,0x26d562bdd60cd04631a39fce914f9e800d7e43e2c3d65295b40983f3dba227e6,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,1,9,0,2.273e+20,0.0,0.0,355481182651.0,13985752684.0
54,WETH_USDT,16501864,1674867347,0x0d8813371430979feba9c1ae3d994299030629d893d08b103dedcccaaee4fe50,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,7,1,0.0,72483294880.0,4.475984080424022e+19,0.0,14700000000.0
55,WETH_USDT,16502005,1674869039,0x8fb54e780d6101faf3a7f5151bf94d6a54bcc0f3d4bae26d3b1e9d6fca2036dc,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,99568568731.0,6.1344440414728315e+19,0.0,15750000000.0
56,WETH_USDT,16502408,1674873887,0xd46d561f65218110f310e8b48daeb0a90d662e7c3dea2e312d0e35c81e0bc925,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,129340233552.0,7.980186456548008e+19,0.0,15750000000.0
57,WETH_USDT,16502417,1674873995,0xb477d5c28352990233543f3904964c4f810a44f96d9811340dd2360250421397,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,3,20,1,0.0,99568460000.0,6.136018623936704e+19,0.0,16800000000.0
58,WETH_USDT,16502427,1674874115,0xf7f01be84a743111d14ed50f3406bd93715523f69f0299380b27e2c5c0d82f49,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,7,108,1,0.0,99568460000.0,6.127787315815382e+19,0.0,14700000000.0
59,WETH_USDT,16502445,1674874331,0xf000076d47eaf3134d7ed0851c5dbe72ca0181f66eadd702d8b6e19532ca4ea4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,99568460000.0,6.131411372975866e+19,0.0,15750000000.0
60,WETH_USDT,16502453,1674874427,0x8d44522053c0031f011e6b5f18f558f56e8cd84e65d1edb29c2ccb8768974816,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,128443893400.0,7.890177527699851e+19,0.0,15750000000.0
61,WETH_USDT,16502578,1674875927,0x717d6214e4ff4d574fde157fc316cb886a554c5c321e74b06f4e6035e9ddf396,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,130435404361.0,8.027186407447713e+19,0.0,18900000000.0
62,WETH_USDT,16502591,1674876083,0x54463b1e8471db83ba4e5c60898cda438dcadc479b9d80b539f5caa295c2f241,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,99568460000.0,6.136060915139547e+19,0.0,16800000000.0
63,WETH_USDT,16502645,1674876743,0x52941f51e3c3b78c6b170230c9d59610dcca633ee8258da1a871e0074fd01135,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,9,1,0.0,127448188800.0,7.851427121315098e+19,0.0,15750000000.0
64,WETH_USDT,16526667,1675166423,0x9bf0a7f3e45cbca6ecb872e58f9d9e8285f87bcfe8bbaf06dfc6cc8c55ba6b9b,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xee3444612da82903e2192ec67484394349a3fad7,0xdef1c0ded9bec7f1a1670819833240f027b25eff,1,11,0,9.311300328793628e+17,0.0,0.0,1456315529.0,15787937496.0
65,WETH_USDT,16551998,1675472387,0x2f85cbe593fa92d27ba74b5364040c69881b0caf77b1d3c2ba17d47626a7a1d9,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,87,153,1,0.0,146812251.0,8.809097442802392e+16,0.0,20838745643.0
66,WETH_USDT,16626276,1676369111,0x4fa3a5ed147ebcf837a71461fd25ba294e4969344f041125d0c71bfeb5f6beb3,0x3b3ae790df4f312e745d270119c6052904fb6790,0x18d9c0de8e3afa65cc84ecf98fa7c2b9cbdc11b2,0x3b3ae790df4f312e745d270119c6052904fb6790,1,12,0,4e+17,0.0,0.0,604184756.0,16061340956.0
67,WETH_USDT,16676668,1676979995,0x3056909a0f1b2eb56d495065e07a8814c8822d642e1c433d974ee165462d41c8,0x585c3d4da9b533c7e3df8ac7356c882859298cee,0xc0b8d9dbaa0b6cb901a607980eb75c650d107a8f,0x585c3d4da9b533c7e3df8ac7356c882859298cee,4,17,0,7.904490336028666e+16,0.0,0.0,132265694.0,31592013563.0
68,WETH_USDT,16776715,1678195643,0x17d258ec795e5e1d657a708dcf9cf132eb4734339f31360db6342479e70ad5d6,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xc433e27c2b7a77e4021524a90354b9922c825335,0xdef1c0ded9bec7f1a1670819833240f027b25eff,21,59,1,0.0,53943817.0,3.436720834087981e+16,0.0,28964797285.0
69,WETH_USDT,16826541,1678801163,0x48a911afddbc3bec32cc8c877accd87e62778aec0d9d2ad9c92c9cc632bc588e,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,23,80,1,0.0,894261600.0,5.122062910707292e+17,0.0,59500000000.0
70,WETH_USDT,16826561,1678801403,0x724e217de66b49ee30bf680799da8aad7363d3418d944ff371ad4c46869b3508,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4a14347083b80e5216ca31350a2d21702ac3650d,0x4a14347083b80e5216ca31350a2d21702ac3650d,1,11,0,9e+19,0.0,0.0,153088327785.0,54518379264.0
